sequence,rf_fitness,oracle_prediction,timestep,difference,absolute_error
"[2, 0, 2, 1, 0, 2, 2, 1]",0.42597950249910355,0.3694592,4,0.05652029067277908,0.05652029067277908
"[2, 0, 2, 1, 0, 2, 2, 1]",0.42597950249910355,0.3694592,4,0.05652029067277908,0.05652029067277908
[2 0 1 0 0 3 2 1],0,0.39573154,5,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 0, 2, 1]",0.3926461708545685,0.40146703,5,-0.008820854425430291,0.008820854425430291
"[2, 0, 1, 0, 0, 0, 3, 1]",0.456990964114666,0.44967484,5,0.007316119372844709,0.007316119372844709
"[2, 0, 1, 2, 0, 0, 3, 1]",0.4762361106276512,0.42871243,5,0.047523683011531814,0.047523683011531814
"[2, 0, 3, 2, 0, 0, 3, 1]",0.6784630137681961,0.5458222,5,0.1326408106088638,0.1326408106088638
"[1, 0, 3, 2, 0, 0, 3, 1]",0.6785478168725967,0.5047035,5,0.17384429514408106,0.17384429514408106
[2 0 1 0 0 3 2 1],0,0.39573154,5,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 2, 2, 1]",0.52203981757164,0.46860206,5,0.053437756299972494,0.053437756299972494
"[2, 0, 1, 0, 0, 2, 2, 1]",0.52203981757164,0.46860206,5,0.053437756299972494,0.053437756299972494
"[2, 0, 1, 0, 0, 2, 2, 2]",0.5223301789164543,0.46860206,5,0.0537281176447868,0.0537281176447868
"[2, 0, 1, 0, 0, 2, 2, 2]",0.5223301789164543,0.46860206,5,0.0537281176447868,0.0537281176447868
"[2, 0, 1, 0, 0, 2, 2, 2]",0.5223301789164543,0.46860206,5,0.0537281176447868,0.0537281176447868
[2 0 1 0 0 3 2 1],0,0.39573154,5,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 3, 2, 0]",0.3982287684082985,0.39573154,5,0.002497229874134088,0.002497229874134088
"[2, 0, 1, 0, 0, 3, 2, 0]",0.3982287684082985,0.39573154,5,0.002497229874134088,0.002497229874134088
"[2, 0, 1, 0, 0, 3, 2, 0]",0.3982287684082985,0.39573154,5,0.002497229874134088,0.002497229874134088
"[2, 0, 1, 0, 0, 3, 2, 0]",0.3982287684082985,0.39573154,5,0.002497229874134088,0.002497229874134088
"[2, 0, 1, 0, 0, 3, 2, 0]",0.3982287684082985,0.39573154,5,0.002497229874134088,0.002497229874134088
[2 0 1 0 0 3 2 1],0,0.39573154,5,-0.39573153853416443,0.39573153853416443
"[2, 3, 1, 0, 0, 3, 2, 1]",0.3755768406391144,0.44830042,5,-0.07272358059883116,0.07272358059883116
"[2, 3, 1, 0, 2, 3, 2, 1]",0.3880448144674301,0.42338225,5,-0.03533743798732758,0.03533743798732758
"[2, 3, 2, 0, 2, 3, 2, 1]",0.41591582328081134,0.43098387,5,-0.015068047940731022,0.015068047940731022
"[2, 3, 2, 0, 2, 2, 2, 1]",0.5375450751185418,0.46251437,5,0.07503070443868642,0.07503070443868642
"[2, 3, 2, 0, 2, 2, 2, 1]",0.5375450751185418,0.46251437,5,0.07503070443868642,0.07503070443868642
[2 0 1 0 0 3 2 1],0,0.39573154,5,-0.39573153853416443,0.39573153853416443
"[0, 0, 1, 0, 0, 3, 2, 1]",0.4545241516828537,0.46117014,5,-0.006645985245704644,0.006645985245704644
"[0, 0, 1, 0, 0, 3, 2, 1]",0.4545241516828537,0.46117014,5,-0.006645985245704644,0.006645985245704644
"[0, 0, 1, 0, 0, 3, 2, 1]",0.4545241516828537,0.46117014,5,-0.006645985245704644,0.006645985245704644
"[0, 0, 1, 3, 0, 3, 2, 1]",0.4628909531235695,0.45338959,5,0.009501368105411523,0.009501368105411523
"[3, 0, 1, 3, 0, 3, 2, 1]",0.5420800119638443,0.56234735,5,-0.02026734054088597,0.02026734054088597
[2 0 1 0 0 3 2 1],0,0.39573154,5,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 2, 0, 3, 2, 1]",0.42602693349123,0.43082184,5,-0.004794902503490461,0.004794902503490461
"[2, 0, 1, 3, 0, 3, 2, 1]",0.4313338857889175,0.42097783,5,0.010356054902076695,0.010356054902076695
"[2, 0, 3, 3, 0, 3, 2, 1]",0.6693273684382439,0.6563745,5,0.012952854335308128,0.012952854335308128
"[2, 0, 3, 3, 0, 3, 2, 3]",0.6695783492922783,0.6563745,5,0.013203835189342539,0.013203835189342539
"[2, 0, 3, 3, 0, 3, 2, 3]",0.6695783492922783,0.6563745,5,0.013203835189342539,0.013203835189342539
[2 0 1 0 0 3 2 1],0,0.39573154,5,-0.39573153853416443,0.39573153853416443
"[1, 0, 1, 0, 0, 3, 2, 1]",0.41279139250516894,0.45541745,5,-0.04262606173753736,0.04262606173753736
"[1, 0, 1, 0, 0, 3, 2, 1]",0.41279139250516894,0.45541745,5,-0.04262606173753736,0.04262606173753736
"[1, 0, 1, 0, 3, 3, 2, 1]",0.42186775922775266,0.43207562,5,-0.010207860469818142,0.010207860469818142
"[1, 0, 1, 0, 3, 3, 2, 1]",0.42186775922775266,0.43207562,5,-0.010207860469818142,0.010207860469818142
"[1, 0, 1, 0, 3, 3, 2, 1]",0.42186775922775266,0.43207562,5,-0.010207860469818142,0.010207860469818142
[2 0 1 0 0 3 2 1],0,0.39573154,5,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 1, 3, 2, 1]",0.5062695258855819,0.55410695,5,-0.047837424874305756,0.047837424874305756
"[2, 0, 1, 0, 1, 3, 2, 1]",0.5062695258855819,0.55410695,5,-0.047837424874305756,0.047837424874305756
"[2, 0, 1, 0, 1, 3, 2, 1]",0.5062695258855819,0.55410695,5,-0.047837424874305756,0.047837424874305756
"[2, 0, 1, 0, 1, 2, 2, 1]",0.5484496402740479,0.5513786,5,-0.002928967475891109,0.002928967475891109
"[2, 0, 1, 0, 1, 2, 2, 1]",0.5484496402740479,0.5513786,5,-0.002928967475891109,0.002928967475891109
[2 0 1 0 0 3 2 1],0,0.39573154,5,-0.39573153853416443,0.39573153853416443
"[2, 3, 1, 0, 0, 3, 2, 1]",0.3755768406391144,0.44830042,5,-0.07272358059883116,0.07272358059883116
"[0, 3, 1, 0, 0, 3, 2, 1]",0.45088788360357285,0.7453234,5,-0.29443553596735,0.29443553596735
"[0, 3, 1, 2, 0, 3, 2, 1]",0.45304340809583665,0.65030056,5,-0.19725715428590773,0.19725715428590773
"[0, 3, 1, 2, 0, 3, 2, 1]",0.45304340809583665,0.65030056,5,-0.19725715428590773,0.19725715428590773
"[0, 3, 1, 2, 0, 3, 2, 1]",0.45304340809583665,0.65030056,5,-0.19725715428590773,0.19725715428590773
[2 0 1 0 0 3 2 1],0,0.39573154,5,-0.39573153853416443,0.39573153853416443
"[2, 2, 1, 0, 0, 3, 2, 1]",0.3600026360154152,0.33496642,5,0.025036214888095876,0.025036214888095876
"[2, 2, 1, 0, 0, 3, 3, 1]",0.4441311264038086,0.35329103,5,0.09084009170532226,0.09084009170532226
"[2, 2, 1, 0, 0, 3, 3, 1]",0.4441311264038086,0.35329103,5,0.09084009170532226,0.09084009170532226
"[2, 2, 1, 0, 0, 3, 3, 2]",0.44759670495986936,0.35329103,5,0.09430567026138303,0.09430567026138303
"[1, 2, 1, 0, 0, 3, 3, 2]",0.456146245598793,0.4060378,5,0.05010843813419341,0.05010843813419341
[2 0 1 0 0 3 2 1],0,0.39573154,6,-0.39573153853416443,0.39573153853416443
"[3, 0, 1, 0, 0, 3, 2, 1]",0.4666187980771065,0.5067961,6,-0.04017732352018355,0.04017732352018355
"[3, 0, 1, 0, 0, 1, 2, 1]",0.4708439818024635,0.45099264,6,0.019851337969303107,0.019851337969303107
"[3, 0, 1, 0, 0, 2, 2, 1]",0.4860756552219391,0.5255014,6,-0.0394257152080536,0.0394257152080536
"[3, 3, 1, 0, 0, 2, 2, 1]",0.49993042707443236,0.43182236,6,0.0681080675125122,0.0681080675125122
"[3, 3, 1, 0, 0, 2, 2, 1]",0.49993042707443236,0.43182236,6,0.0681080675125122,0.0681080675125122
[2 0 1 0 0 3 2 1],0,0.39573154,6,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 1, 0, 3, 2, 1]",0.43819278597831723,0.41849995,6,0.019692839384078953,0.019692839384078953
"[2, 0, 1, 1, 0, 3, 2, 1]",0.43819278597831723,0.41849995,6,0.019692839384078953,0.019692839384078953
"[2, 0, 1, 1, 0, 3, 2, 1]",0.43819278597831723,0.41849995,6,0.019692839384078953,0.019692839384078953
"[2, 0, 1, 1, 0, 3, 2, 0]",0.46110732525587084,0.41849995,6,0.042607378661632556,0.042607378661632556
"[2, 3, 1, 1, 0, 3, 2, 0]",0.5375904658436775,0.35669386,6,0.18089660197496416,0.18089660197496416
[2 0 1 0 0 3 2 1],0,0.39573154,6,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 1, 0, 3, 2, 1]",0.43819278597831723,0.41849995,6,0.019692839384078953,0.019692839384078953
"[2, 0, 2, 1, 0, 3, 2, 1]",0.48421881437301634,0.3813691,6,0.1028497004508972,0.1028497004508972
"[2, 0, 2, 1, 0, 3, 2, 1]",0.48421881437301634,0.3813691,6,0.1028497004508972,0.1028497004508972
"[2, 0, 2, 1, 3, 3, 2, 1]",0.48439410179853437,0.32259026,6,0.1618038401007652,0.1618038401007652
"[2, 0, 2, 1, 3, 2, 2, 1]",0.4947987362742424,0.39124376,6,0.1035549804568291,0.1035549804568291
[2 0 1 0 0 3 2 1],0,0.39573154,6,-0.39573153853416443,0.39573153853416443
"[2, 0, 0, 0, 0, 3, 2, 1]",0.4039462113380432,0.4246223,6,-0.0206760859489441,0.0206760859489441
"[2, 0, 3, 0, 0, 3, 2, 1]",0.4721893960237503,0.7167327,6,-0.24454328477382659,0.24454328477382659
"[2, 0, 3, 1, 0, 3, 2, 1]",0.5696954682469368,0.8201562,6,-0.2504607483744621,0.2504607483744621
"[2, 0, 3, 1, 0, 3, 2, 2]",0.5833365479111672,0.8201562,6,-0.23681966871023175,0.23681966871023175
"[2, 0, 3, 1, 0, 3, 2, 2]",0.5833365479111672,0.8201562,6,-0.23681966871023175,0.23681966871023175
[2 0 1 0 0 3 2 1],0,0.39573154,6,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 3, 0, 1]",0.398809494972229,0.6056504,6,-0.20684092998504638,0.20684092998504638
"[2, 3, 1, 0, 0, 3, 0, 1]",0.4482633310556412,0.6469117,6,-0.19864834964275357,0.19864834964275357
"[2, 3, 1, 0, 0, 3, 0, 1]",0.4482633310556412,0.6469117,6,-0.19864834964275357,0.19864834964275357
"[2, 3, 1, 0, 0, 3, 0, 1]",0.4482633310556412,0.6469117,6,-0.19864834964275357,0.19864834964275357
"[2, 3, 1, 0, 0, 3, 0, 1]",0.4482633310556412,0.6469117,6,-0.19864834964275357,0.19864834964275357
[2 0 1 0 0 3 2 1],0,0.39573154,6,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 1, 2, 1]",0.42372630804777145,0.37548333,6,0.04824297398328781,0.04824297398328781
"[2, 0, 1, 0, 0, 1, 2, 1]",0.42372630804777145,0.37548333,6,0.04824297398328781,0.04824297398328781
"[2, 0, 1, 0, 0, 1, 2, 1]",0.42372630804777145,0.37548333,6,0.04824297398328781,0.04824297398328781
"[2, 0, 1, 0, 3, 1, 2, 1]",0.4241558492183685,0.38608873,6,0.0380671203136444,0.0380671203136444
"[2, 0, 1, 1, 3, 1, 2, 1]",0.44006450086832044,0.33688894,6,0.10317556172609327,0.10317556172609327
[2 0 1 0 0 3 2 1],0,0.39573154,6,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 3, 2, 0]",0.39573153853416443,0.39573154,6,0.0,0.0
"[2, 0, 3, 0, 0, 3, 2, 0]",0.47329491913318633,0.7167327,6,-0.24343776166439057,0.24343776166439057
"[2, 0, 3, 3, 0, 3, 2, 0]",0.6169015803933143,0.6563745,6,-0.03947293370962146,0.03947293370962146
"[2, 0, 3, 3, 0, 3, 2, 0]",0.6169015803933143,0.6563745,6,-0.03947293370962146,0.03947293370962146
"[2, 3, 3, 3, 0, 3, 2, 0]",0.6243882250785827,0.53572655,6,0.08866167783737178,0.08866167783737178
[2 0 1 0 0 3 2 1],0,0.39573154,6,-0.39573153853416443,0.39573153853416443
"[1, 0, 1, 0, 0, 3, 2, 1]",0.4499419927597046,0.45541745,6,-0.005475461483001709,0.005475461483001709
"[1, 0, 1, 0, 0, 3, 2, 1]",0.4499419927597046,0.45541745,6,-0.005475461483001709,0.005475461483001709
"[1, 0, 1, 0, 0, 3, 2, 1]",0.4499419927597046,0.45541745,6,-0.005475461483001709,0.005475461483001709
"[1, 0, 1, 2, 0, 3, 2, 1]",0.47149154961109163,0.44587085,6,0.02562070310115816,0.02562070310115816
"[1, 0, 1, 2, 0, 3, 2, 1]",0.47149154961109163,0.44587085,6,0.02562070310115816,0.02562070310115816
[2 0 1 0 0 3 2 1],0,0.39573154,6,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 2, 2, 1]",0.4686020612716675,0.46860206,6,0.0,0.0
"[2, 0, 1, 0, 0, 2, 2, 1]",0.4686020612716675,0.46860206,6,0.0,0.0
"[2, 0, 1, 0, 0, 2, 2, 1]",0.4686020612716675,0.46860206,6,0.0,0.0
"[2, 3, 1, 0, 0, 2, 2, 1]",0.4741028040647507,0.4166137,6,0.057489106059074424,0.057489106059074424
"[2, 3, 1, 0, 0, 2, 2, 1]",0.4741028040647507,0.4166137,6,0.057489106059074424,0.057489106059074424
[2 0 1 0 0 3 2 1],0,0.39573154,6,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 3, 3, 1]",0.40469964474439624,0.40034246,6,0.004357180297374752,0.004357180297374752
"[3, 0, 1, 0, 0, 3, 3, 1]",0.4638880854845047,0.5040962,6,-0.04020812451839445,0.04020812451839445
"[3, 0, 1, 0, 0, 3, 3, 1]",0.4638880854845047,0.5040962,6,-0.04020812451839445,0.04020812451839445
"[3, 0, 1, 0, 0, 3, 0, 1]",0.4645306199789047,0.75063086,6,-0.286100235581398,0.286100235581398
"[3, 0, 1, 0, 1, 3, 0, 1]",0.5530927723646164,0.6769956,6,-0.12390280306339263,0.12390280306339263
[2 0 1 0 0 3 2 1],0,0.39573154,7,-0.39573153853416443,0.39573153853416443
"[2, 0, 0, 0, 0, 3, 2, 1]",0.41512035608291625,0.4246223,7,-0.009501941204071052,0.009501941204071052
"[2, 0, 0, 0, 0, 3, 2, 1]",0.41512035608291625,0.4246223,7,-0.009501941204071052,0.009501941204071052
"[2, 0, 0, 0, 0, 3, 2, 1]",0.41512035608291625,0.4246223,7,-0.009501941204071052,0.009501941204071052
"[2, 0, 3, 0, 0, 3, 2, 1]",0.7299173659086228,0.7167327,7,0.013184685111045868,0.013184685111045868
"[2, 0, 3, 0, 0, 3, 2, 1]",0.7299173659086228,0.7167327,7,0.013184685111045868,0.013184685111045868
[2 0 1 0 0 3 2 1],0,0.39573154,7,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 3, 2, 2]",0.39602421402931215,0.39573154,7,0.0002926754951477206,0.0002926754951477206
"[2, 0, 1, 0, 0, 3, 2, 2]",0.39602421402931215,0.39573154,7,0.0002926754951477206,0.0002926754951477206
"[2, 0, 1, 0, 0, 3, 2, 2]",0.39602421402931215,0.39573154,7,0.0002926754951477206,0.0002926754951477206
"[2, 0, 1, 0, 0, 3, 2, 2]",0.39602421402931215,0.39573154,7,0.0002926754951477206,0.0002926754951477206
"[2, 0, 1, 0, 0, 3, 2, 2]",0.39602421402931215,0.39573154,7,0.0002926754951477206,0.0002926754951477206
[2 0 1 0 0 3 2 1],0,0.39573154,7,-0.39573153853416443,0.39573153853416443
"[2, 0, 0, 0, 0, 3, 2, 1]",0.41512035608291625,0.4246223,7,-0.009501941204071052,0.009501941204071052
"[2, 0, 0, 0, 0, 3, 2, 1]",0.41512035608291625,0.4246223,7,-0.009501941204071052,0.009501941204071052
"[2, 0, 3, 0, 0, 3, 2, 1]",0.7299173659086228,0.7167327,7,0.013184685111045868,0.013184685111045868
"[2, 0, 3, 0, 0, 3, 2, 2]",0.7520669621229171,0.7167327,7,0.03533428132534022,0.03533428132534022
"[2, 0, 3, 0, 0, 3, 2, 2]",0.7520669621229171,0.7167327,7,0.03533428132534022,0.03533428132534022
[2 0 1 0 0 3 2 1],0,0.39573154,7,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 0, 2, 1]",0.3895594984292984,0.40146703,7,-0.0119075268507004,0.0119075268507004
"[2, 0, 3, 0, 0, 0, 2, 1]",0.7299173659086228,0.6714277,7,0.058489639163017304,0.058489639163017304
"[2, 0, 3, 0, 0, 0, 2, 1]",0.7299173659086228,0.6714277,7,0.058489639163017304,0.058489639163017304
"[2, 0, 3, 0, 0, 0, 2, 1]",0.7299173659086228,0.6714277,7,0.058489639163017304,0.058489639163017304
"[2, 0, 3, 0, 0, 0, 2, 1]",0.7299173659086228,0.6714277,7,0.058489639163017304,0.058489639163017304
[2 0 1 0 0 3 2 1],0,0.39573154,7,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 0, 2, 1]",0.3895594984292984,0.40146703,7,-0.0119075268507004,0.0119075268507004
"[2, 0, 2, 0, 0, 0, 2, 1]",0.39059672236442566,0.40279528,7,-0.012198562622070308,0.012198562622070308
"[2, 0, 2, 0, 0, 3, 2, 1]",0.3934821319580078,0.44253397,7,-0.049051837921142594,0.049051837921142594
"[2, 0, 2, 0, 0, 3, 2, 1]",0.3934821319580078,0.44253397,7,-0.049051837921142594,0.049051837921142594
"[2, 0, 2, 0, 0, 3, 2, 1]",0.3934821319580078,0.44253397,7,-0.049051837921142594,0.049051837921142594
[2 0 1 0 0 3 2 1],0,0.39573154,7,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 1, 2, 1]",0.37599435210227966,0.37548333,7,0.0005110180377960183,0.0005110180377960183
"[2, 0, 1, 0, 0, 1, 3, 1]",0.38524714499711993,0.38230106,7,0.0029460826516151672,0.0029460826516151672
"[2, 0, 1, 0, 0, 3, 3, 1]",0.4067565217614174,0.40034246,7,0.006414057314395927,0.006414057314395927
"[1, 0, 1, 0, 0, 3, 3, 1]",0.48599892258644106,0.4485374,7,0.03746151328086855,0.03746151328086855
"[0, 0, 1, 0, 0, 3, 3, 1]",0.4942864906787872,0.46257588,7,0.031710608005523666,0.031710608005523666
[2 0 1 0 0 3 2 1],0,0.39573154,7,-0.39573153853416443,0.39573153853416443
"[3, 0, 1, 0, 0, 3, 2, 1]",0.4889704069495201,0.5067961,7,-0.01782571464776994,0.01782571464776994
"[3, 0, 1, 0, 0, 3, 2, 1]",0.4889704069495201,0.5067961,7,-0.01782571464776994,0.01782571464776994
"[3, 0, 1, 0, 0, 3, 2, 1]",0.4889704069495201,0.5067961,7,-0.01782571464776994,0.01782571464776994
"[3, 0, 1, 0, 0, 3, 2, 1]",0.4889704069495201,0.5067961,7,-0.01782571464776994,0.01782571464776994
"[3, 0, 1, 0, 0, 3, 2, 1]",0.4889704069495201,0.5067961,7,-0.01782571464776994,0.01782571464776994
[2 0 1 0 0 3 2 1],0,0.39573154,7,-0.39573153853416443,0.39573153853416443
"[2, 0, 0, 0, 0, 3, 2, 1]",0.41512035608291625,0.4246223,7,-0.009501941204071052,0.009501941204071052
"[0, 0, 0, 0, 0, 3, 2, 1]",0.47144289821386337,0.47233015,7,-0.0008872547745704673,0.0008872547745704673
"[0, 0, 0, 0, 0, 2, 2, 1]",0.48414115577936173,0.45325565,7,0.030885502398014075,0.030885502398014075
"[0, 0, 0, 0, 0, 2, 2, 1]",0.48414115577936173,0.45325565,7,0.030885502398014075,0.030885502398014075
"[0, 0, 0, 0, 0, 2, 2, 1]",0.48414115577936173,0.45325565,7,0.030885502398014075,0.030885502398014075
[2 0 1 0 0 3 2 1],0,0.39573154,7,-0.39573153853416443,0.39573153853416443
"[2, 1, 1, 0, 0, 3, 2, 1]",0.38696169495582583,0.3757857,7,0.011175986528396631,0.011175986528396631
"[2, 1, 1, 0, 0, 2, 2, 1]",0.447806715965271,0.32577336,7,0.12203335762023926,0.12203335762023926
"[2, 1, 1, 0, 0, 2, 2, 1]",0.447806715965271,0.32577336,7,0.12203335762023926,0.12203335762023926
"[3, 1, 1, 0, 0, 2, 2, 1]",0.4686921942234039,0.4632519,7,0.00544030547142027,0.00544030547142027
"[3, 1, 1, 0, 0, 2, 2, 1]",0.4686921942234039,0.4632519,7,0.00544030547142027,0.00544030547142027
[2 0 1 0 0 3 2 1],0,0.39573154,7,-0.39573153853416443,0.39573153853416443
"[1, 0, 1, 0, 0, 3, 2, 1]",0.45522652208805087,0.45541745,7,-0.00019093215465543212,0.00019093215465543212
"[1, 0, 2, 0, 0, 3, 2, 1]",0.45783967435359957,0.40843117,7,0.049408501982688924,0.049408501982688924
"[1, 0, 2, 0, 0, 3, 2, 1]",0.45783967435359957,0.40843117,7,0.049408501982688924,0.049408501982688924
"[1, 0, 2, 0, 0, 3, 2, 1]",0.45783967435359957,0.40843117,7,0.049408501982688924,0.049408501982688924
"[1, 0, 2, 0, 0, 3, 2, 1]",0.45783967435359957,0.40843117,7,0.049408501982688924,0.049408501982688924
[2 0 1 0 0 3 2 1],0,0.39573154,8,-0.39573153853416443,0.39573153853416443
"[2, 0, 3, 0, 0, 3, 2, 1]",0.714920482635498,0.7167327,8,-0.001812198162078893,0.001812198162078893
"[2, 0, 3, 0, 0, 3, 2, 1]",0.714920482635498,0.7167327,8,-0.001812198162078893,0.001812198162078893
"[2, 0, 3, 0, 0, 3, 2, 1]",0.714920482635498,0.7167327,8,-0.001812198162078893,0.001812198162078893
"[2, 0, 3, 0, 0, 3, 2, 3]",0.7162796312570572,0.7167327,8,-0.00045304954051972324,0.00045304954051972324
"[2, 0, 3, 0, 0, 3, 2, 3]",0.7162796312570572,0.7167327,8,-0.00045304954051972324,0.00045304954051972324
[2 0 1 0 0 3 2 1],0,0.39573154,8,-0.39573153853416443,0.39573153853416443
"[2, 1, 1, 0, 0, 3, 2, 1]",0.36797727972269056,0.3757857,8,-0.007808428704738635,0.007808428704738635
"[2, 1, 1, 0, 0, 3, 2, 1]",0.36797727972269056,0.3757857,8,-0.007808428704738635,0.007808428704738635
"[2, 1, 1, 0, 0, 3, 2, 1]",0.36797727972269056,0.3757857,8,-0.007808428704738635,0.007808428704738635
"[2, 1, 1, 0, 0, 3, 2, 1]",0.36797727972269056,0.3757857,8,-0.007808428704738635,0.007808428704738635
"[2, 1, 1, 0, 0, 3, 2, 1]",0.36797727972269056,0.3757857,8,-0.007808428704738635,0.007808428704738635
[2 0 1 0 0 3 2 1],0,0.39573154,8,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 2, 3, 2, 1]",0.39573153853416443,0.400387,8,-0.0046554505825042725,0.0046554505825042725
"[2, 0, 1, 0, 2, 3, 2, 1]",0.39573153853416443,0.400387,8,-0.0046554505825042725,0.0046554505825042725
"[2, 0, 1, 0, 2, 3, 2, 1]",0.39573153853416443,0.400387,8,-0.0046554505825042725,0.0046554505825042725
"[2, 0, 1, 0, 2, 0, 2, 1]",0.4001894855499268,0.40758038,8,-0.0073908901214599365,0.0073908901214599365
"[2, 0, 2, 0, 2, 0, 2, 1]",0.41334177672863004,0.4777233,8,-0.0643815237283707,0.0643815237283707
[2 0 1 0 0 3 2 1],0,0.39573154,8,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 3, 2, 0]",0.39573153853416443,0.39573154,8,0.0,0.0
"[2, 0, 1, 0, 0, 3, 0, 0]",0.3971305358409882,0.6056504,8,-0.20851988911628722,0.20851988911628722
"[2, 0, 1, 0, 0, 3, 3, 0]",0.39816103160381316,0.40034246,8,-0.0021814328432083196,0.0021814328432083196
"[2, 0, 1, 0, 0, 3, 3, 0]",0.39816103160381316,0.40034246,8,-0.0021814328432083196,0.0021814328432083196
"[2, 0, 1, 0, 0, 3, 3, 0]",0.39816103160381316,0.40034246,8,-0.0021814328432083196,0.0021814328432083196
[2 0 1 0 0 3 2 1],0,0.39573154,8,-0.39573153853416443,0.39573153853416443
"[0, 0, 1, 0, 0, 3, 2, 1]",0.45612401127815244,0.46117014,8,-0.005046125650405908,0.005046125650405908
"[0, 0, 1, 0, 0, 3, 2, 1]",0.45612401127815244,0.46117014,8,-0.005046125650405908,0.005046125650405908
"[0, 0, 1, 0, 0, 3, 2, 1]",0.45612401127815244,0.46117014,8,-0.005046125650405908,0.005046125650405908
"[0, 0, 1, 0, 0, 3, 2, 1]",0.45612401127815244,0.46117014,8,-0.005046125650405908,0.005046125650405908
"[0, 0, 1, 0, 0, 3, 2, 1]",0.45612401127815244,0.46117014,8,-0.005046125650405908,0.005046125650405908
[2 0 1 0 0 3 2 1],0,0.39573154,8,-0.39573153853416443,0.39573153853416443
"[2, 0, 2, 0, 0, 3, 2, 1]",0.44206594556570056,0.44253397,8,-0.000468024313449833,0.000468024313449833
"[2, 0, 2, 0, 0, 3, 2, 1]",0.44206594556570056,0.44253397,8,-0.000468024313449833,0.000468024313449833
"[2, 0, 2, 0, 0, 3, 2, 1]",0.44206594556570056,0.44253397,8,-0.000468024313449833,0.000468024313449833
"[2, 0, 2, 0, 0, 3, 2, 1]",0.44206594556570056,0.44253397,8,-0.000468024313449833,0.000468024313449833
"[2, 0, 2, 0, 0, 3, 2, 1]",0.44206594556570056,0.44253397,8,-0.000468024313449833,0.000468024313449833
[2 0 1 0 0 3 2 1],0,0.39573154,8,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 2, 0, 3, 2, 1]",0.39573153853416443,0.43082184,8,-0.03509029746055603,0.03509029746055603
"[2, 0, 1, 2, 0, 3, 2, 1]",0.39573153853416443,0.43082184,8,-0.03509029746055603,0.03509029746055603
"[2, 0, 1, 2, 0, 3, 2, 1]",0.39573153853416443,0.43082184,8,-0.03509029746055603,0.03509029746055603
"[2, 0, 1, 2, 0, 3, 2, 1]",0.39573153853416443,0.43082184,8,-0.03509029746055603,0.03509029746055603
"[2, 0, 1, 2, 0, 3, 2, 1]",0.39573153853416443,0.43082184,8,-0.03509029746055603,0.03509029746055603
[2 0 1 0 0 3 2 1],0,0.39573154,8,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 1, 0, 3, 2, 1]",0.39573153853416443,0.41849995,8,-0.022768408060073853,0.022768408060073853
"[2, 0, 1, 1, 0, 3, 2, 1]",0.39573153853416443,0.41849995,8,-0.022768408060073853,0.022768408060073853
"[2, 0, 1, 1, 0, 3, 2, 1]",0.39573153853416443,0.41849995,8,-0.022768408060073853,0.022768408060073853
"[1, 0, 1, 1, 0, 3, 2, 1]",0.44818719059228895,0.47248787,8,-0.02430067628622057,0.02430067628622057
"[1, 0, 1, 1, 0, 3, 2, 1]",0.44818719059228895,0.47248787,8,-0.02430067628622057,0.02430067628622057
[2 0 1 0 0 3 2 1],0,0.39573154,8,-0.39573153853416443,0.39573153853416443
"[0, 0, 1, 0, 0, 3, 2, 1]",0.45612401127815244,0.46117014,8,-0.005046125650405908,0.005046125650405908
"[0, 0, 1, 0, 0, 3, 2, 1]",0.45612401127815244,0.46117014,8,-0.005046125650405908,0.005046125650405908
"[0, 0, 1, 0, 0, 3, 2, 1]",0.45612401127815244,0.46117014,8,-0.005046125650405908,0.005046125650405908
"[0, 0, 1, 0, 0, 3, 2, 1]",0.45612401127815244,0.46117014,8,-0.005046125650405908,0.005046125650405908
"[0, 0, 1, 0, 0, 3, 2, 1]",0.45612401127815244,0.46117014,8,-0.005046125650405908,0.005046125650405908
[2 0 1 0 0 3 2 1],0,0.39573154,8,-0.39573153853416443,0.39573153853416443
